NAME,INSTALLED,FIXED-IN,TYPE,VULNERABILITY,SEVERITY,DATE,DESCRIPTION,COMBINED
libc6-dev,2.28-10, ,deb,CVE-2019-9192,Negligible,2019-02-26T18:29:00.340,"""In the GNU C Library (aka glibc or libc6) through 2.29, check_dst_limits_calc_pos_1 in posix/regexec.c has Uncontrolled Recursion, as demonstrated by '(|)(\\\\1\\\\1)*' in grep, a different issue than CVE-2018-20796. NOTE: the software maintainer disputes that this is a vulnerability because the behavior occurs only with a crafted pattern""",libc6-dev2.28-10 debCVE-2019-9192Negligible
libc6,2.31-13+deb11u4, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc62.31-13+deb11u4 debCVE-2019-1010025Negligible
libc6,2.31-13+deb11u5, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc62.31-13+deb11u5 debCVE-2019-1010025Negligible
libc6,2.31-13+deb11u6, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc62.31-13+deb11u6 debCVE-2019-1010025Negligible
libc-bin,2.31-13, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc-bin2.31-13 debCVE-2019-1010025Negligible
libc6,2.31-13, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc62.31-13 debCVE-2019-1010025Negligible
libc6,2.31-13+deb11u3, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc62.31-13+deb11u3 debCVE-2019-1010025Negligible
libc-bin,2.31-13+deb11u3, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc-bin2.31-13+deb11u3 debCVE-2019-1010025Negligible
libc6,2.31-13+deb11u2, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc62.31-13+deb11u2 debCVE-2019-1010025Negligible
libc6,2.36-9+deb12u1, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc62.36-9+deb12u1 debCVE-2019-1010025Negligible
libc-bin,2.36-9, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc-bin2.36-9 debCVE-2019-1010025Negligible
libc6,2.36-9, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc62.36-9 debCVE-2019-1010025Negligible
libc-bin,2.28-10, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc-bin2.28-10 debCVE-2019-1010025Negligible
libc6,2.28-10, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc62.28-10 debCVE-2019-1010025Negligible
libc-bin,2.31-13+deb11u2, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc-bin2.31-13+deb11u2 debCVE-2019-1010025Negligible
libc-bin,2.24-11+deb9u4, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc-bin2.24-11+deb9u4 debCVE-2019-1010025Negligible
libc6,2.24-11+deb9u4, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc62.24-11+deb9u4 debCVE-2019-1010025Negligible
multiarch-support,2.24-11+deb9u4, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",multiarch-support2.24-11+deb9u4 debCVE-2019-1010025Negligible
libc-dev-bin,2.28-10, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc-dev-bin2.28-10 debCVE-2019-1010025Negligible
libc6-dev,2.28-10, ,deb,CVE-2019-1010025,Negligible,2019-07-15T04:15:13.537,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor\'s position is ""ASLR bypass itself is not a vulnerability.'",libc6-dev2.28-10 debCVE-2019-1010025Negligible
libc6,2.31-13+deb11u4, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",libc62.31-13+deb11u4 debCVE-2019-1010024Negligible
libc6,2.31-13+deb11u5, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",libc62.31-13+deb11u5 debCVE-2019-1010024Negligible
libc6,2.31-13+deb11u6, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",libc62.31-13+deb11u6 debCVE-2019-1010024Negligible
libc-bin,2.31-13, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",libc-bin2.31-13 debCVE-2019-1010024Negligible
libc6,2.31-13, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",libc62.31-13 debCVE-2019-1010024Negligible
libc6,2.31-13+deb11u3, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",libc62.31-13+deb11u3 debCVE-2019-1010024Negligible
libc-bin,2.31-13+deb11u3, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",libc-bin2.31-13+deb11u3 debCVE-2019-1010024Negligible
libc6,2.31-13+deb11u2, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",libc62.31-13+deb11u2 debCVE-2019-1010024Negligible
libc6,2.36-9+deb12u1, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",libc62.36-9+deb12u1 debCVE-2019-1010024Negligible
libc-bin,2.36-9, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",libc-bin2.36-9 debCVE-2019-1010024Negligible
libc6,2.36-9, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",libc62.36-9 debCVE-2019-1010024Negligible
libc-bin,2.28-10, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",libc-bin2.28-10 debCVE-2019-1010024Negligible
libc6,2.28-10, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",libc62.28-10 debCVE-2019-1010024Negligible
libc-bin,2.31-13+deb11u2, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",libc-bin2.31-13+deb11u2 debCVE-2019-1010024Negligible
libc-bin,2.24-11+deb9u4, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",libc-bin2.24-11+deb9u4 debCVE-2019-1010024Negligible
libc6,2.24-11+deb9u4, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",libc62.24-11+deb9u4 debCVE-2019-1010024Negligible
multiarch-support,2.24-11+deb9u4, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",multiarch-support2.24-11+deb9u4 debCVE-2019-1010024Negligible
libc-dev-bin,2.28-10, ,deb,CVE-2019-1010024,Negligible,2019-07-15T04:15:13.473,"'GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is being treated as a non-security bug and no real threat.'",libc-dev-bin2.28-10 debCVE-2019-1010024Negligible
